id,name,sex,year_of_birth,nationality,military_civilian,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,Age of astronaut,mission_title,hours_mission,total_hrs_sum
544,"Akiyama, Toyohiro",male,1942,Japan,civilian,1989,1,1,Other (Journalist),1990,48,Soyuz TM-11/10,189.9,189.9
545,"Cameron, Kenneth D.",male,1949,U.S.,military,1984,1,3,pilot,1991,42,STS-37,143,561
546,"Cameron, Kenneth D.",male,1949,U.S.,military,1984,2,3,commander,1993,44,STS-56,222,561
547,"Cameron, Kenneth D.",male,1949,U.S.,military,1984,3,3,commander,1995,46,STS-74,196,561
548,"Godwin, Linda M.",female,1952,U.S.,civilian,1985,1,4,MSP,1991,39,STS-37,143.5,917.99
549,"Godwin, Linda M.",female,1952,U.S.,civilian,1985,2,4,MSP,1994,42,STS-59,269.82,917.99
550,"Godwin, Linda M.",female,1952,U.S.,civilian,1985,3,4,MSP,1996,44,STS-76,221.67,917.99
551,"Godwin, Linda M.",female,1952,U.S.,civilian,1985,4,4,MSP,2001,49,STS-108,283,917.99
552,"Apt, Jerome",male,1949,U.S.,civilian,1985,1,4,MSP,1991,42,STS-37,143.5,847
553,"Apt, Jerome",male,1949,U.S.,civilian,1985,2,4,MSP,1992,43,STS-47,190.5,847
554,"Apt, Jerome",male,1949,U.S.,civilian,1985,3,4,MSP,1994,45,STS-59,270,847
555,"Apt, Jerome",male,1949,U.S.,civilian,1985,4,4,MSP,1996,47,STS-79,243,847
556,"Hammond, L. Blaine, Jr.",male,1952,U.S.,military,1984,1,2,pilot,1991,39,STS-39,199,461
557,"Hammond, L. Blaine, Jr.",male,1952,U.S.,military,1984,2,2,pilot,1994,42,STS-64,262,461
558,"Harbaugh, Gregory J.",male,1956,U.S.,civilian,1987,1,4,MSP,1991,35,STS-39,199,816
559,"Harbaugh, Gregory J.",male,1956,U.S.,civilian,1987,2,4,MSP,1993,37,STS-54,143,816
560,"Harbaugh, Gregory J.",male,1956,U.S.,civilian,1987,3,4,MSP,1995,39,STS-71,235,816
561,"Harbaugh, Gregory J.",male,1956,U.S.,civilian,1987,4,4,MSP,1997,41,STS-82,239,816
562,"McMonagle, Donald R.",male,1952,U.S.,military,1987,1,3,MSP,1991,39,STS-39,199,604
563,"McMonagle, Donald R.",male,1952,U.S.,military,1987,2,3,pilot,1993,41,STS-54,143,604
564,"McMonagle, Donald R.",male,1952,U.S.,military,1987,3,3,commander,1994,42,STS-66,262,604
565,"Veach, Charles Lacy",male,1944,U.S.,civilian,1984,1,2,MSP,1991,47,STS-39,192,436.3
566,"Veach, Charles Lacy",male,1944,U.S.,civilian,1984,2,2,MSP,1992,48,STS-52,240,436.3
567,"Hieb, Richard J.",male,1955,U.S.,civilian,1985,1,3,MSP,1991,36,STS-39,199,765
568,"Hieb, Richard J.",male,1955,U.S.,civilian,1985,2,3,MSP,1992,37,STS-49,213,765
569,"Hieb, Richard J.",male,1955,U.S.,civilian,1985,3,3,MSP,1994,39,STS-65,353,765
570,"Artsebarsky, Anatoly",male,1956,U.S.S.R/Russia,military,1985,1,1,commander,1991,35,9,3471,3471.35
571,Helen Sharman,female,1963,U.K.,civilian,1989,1,1,MSP,1991,28,Soyuz TM-12/11,189.22,189.22
572,"Gutierrez, Sidney M.",male,1951,U.S.,military,1984,1,2,MSP,1991,40,STS-40,218,487
573,"Gutierrez, Sidney M.",male,1951,U.S.,military,1984,2,2,commander,1994,43,STS-59,269,487
574,"Jernigan, Tamara E.",female,1959,U.S.,civilian,1985,1,5,MSP,1991,32,STS-40,218,1511
575,"Jernigan, Tamara E.",female,1959,U.S.,civilian,1985,2,5,MSP,1992,33,STS-52,236,1511
576,"Jernigan, Tamara E.",female,1959,U.S.,civilian,1985,3,5,MSP,1995,36,STS-67,399,1511
577,"Jernigan, Tamara E.",female,1959,U.S.,civilian,1985,4,5,MSP,1996,37,STS-80,423,1511
578,"Jernigan, Tamara E.",female,1959,U.S.,civilian,1985,5,5,MSP,1999,40,STS-96,235,1511
579,"Gaffney, Andrew",male,1946,U.S.,civilian,1984,1,1,PSP,1991,45,STS-40,218,218
580,"Hughes-Fulford, Millie Elizabeth",female,1945,U.S.,civilian,1983,1,1,PSP,1991,46,STS-40,218.37,218.37
581,"Baker, Michael A.",male,1953,U.S.,military,1985,1,4,pilot,1991,38,STS-43,213,965
582,"Baker, Michael A.",male,1953,U.S.,military,1985,2,4,pilot,1992,39,STS-52,237,965
583,"Baker, Michael A.",male,1953,U.S.,military,1985,3,4,commander,1994,41,STS-68,270,965
584,"Baker, Michael A.",male,1953,U.S.,military,1985,4,4,commander,1997,44,STS-81,245,965
585,"Reightler, Kenneth S., Jr.",male,1951,U.S.,military,1987,1,2,pilot,1991,40,STS-48,120,312
586,"Reightler, Kenneth S., Jr.",male,1951,U.S.,military,1987,2,2,pilot,1994,43,STS-60,192,312
587,"Aubakirov, Toktar",male,1946,U.S.S.R/Russia,military,1991,1,1,MSP,1991,45,10,190,190.2
588,"Viehbock, Franz",male,1960,Austria,civilian,1989,1,1,MSP,1991,31,Soyuz TM13/12,190.2,190.2
589,"Henricks, Terence T.",male,1952,U.S.,military,1985,1,4,pilot,1991,39,STS-44,166,190.75
590,"Henricks, Terence T.",male,1952,U.S.,military,1985,2,4,pilot,1993,41,STS-55,239,190.75
591,"Henricks, Terence T.",male,1952,U.S.,military,1985,3,4,commander,1995,43,STS-70,214,190.75
592,"Henricks, Terence T.",male,1952,U.S.,military,1985,4,4,commander,1996,44,STS-78,405,190.75
593,"Voss, James S.",male,1949,U.S.,military,1987,1,5,MSP,1991,42,STS-44,166,1000
594,"Voss, James S.",male,1949,U.S.,military,1987,2,5,MSP,1992,43,STS-53,175,1000
595,"Voss, James S.",male,1949,U.S.,military,1987,3,5,MSP,1995,46,STS-69,260,1000
596,"Voss, James S.",male,1949,U.S.,military,1987,4,5,MSP,2000,51,STS-101,236,1000
597,"Voss, James S.",male,1949,U.S.,military,1987,5,5,MSP,2001,52,2,163,1000
598,"Runco, Mario, Jr.",male,1952,U.S.,military,1987,1,3,MSP,1991,39,STS-44,166,549
599,"Runco, Mario, Jr.",male,1952,U.S.,military,1987,2,3,MSP,1993,41,STS-54,143,549
600,"Runco, Mario, Jr.",male,1952,U.S.,military,1987,3,3,MSP,1996,44,STS-77,240,549
601,"Hennen, Thomas John",male,1952,U.S.,military,1988,1,1,PSP,1991,39,STS-44,167.11,167.11
602,"Oswald, Stephen S.",male,1951,U.S.,military,1985,1,3,pilot,1992,41,STS-42,193,814
603,"Oswald, Stephen S.",male,1951,U.S.,military,1985,2,3,pilot,1993,42,STS-67,222,814
604,"Oswald, Stephen S.",male,1951,U.S.,military,1985,3,3,commander,1995,44,STS-42,399,814
605,"Readdy, William F.",male,1952,U.S.,civilian,1987,1,3,MSP,1992,40,STS-42,193,672
606,"Readdy, William F.",male,1952,U.S.,civilian,1987,2,3,pilot,1993,41,STS-51,236,672
607,"Readdy, William F.",male,1952,U.S.,civilian,1987,3,3,commander,1996,44,STS-79,243,672
608,"Bondar, Roberta Lynn",female,1945,Canada,civilian,1983,1,1,PSP,1992,47,STS-42,193.77,193.77
609,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,civilian,1984,1,5,flight engineer,1992,36,11,3494,18462.62
610,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,civilian,1984,2,5,flight engineer,1996,40,21,4721,18462.62
611,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,civilian,1984,3,5,flight engineer,2000,44,28,1747,18462.62
612,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,civilian,1984,4,5,flight engineer,2003,47,8,4674,18462.62
613,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,civilian,1984,5,5,flight engineer,2010,54,25,3824,18462.62
614,"Flade, Klaus-Dietrich",male,1952,Germany,military,1990,1,1,MSP,1992,40,Soyuz TM-14/13,189.95,189.95
615,"Duffy, Brian",male,1953,U.S.,military,1985,1,4,pilot,1992,39,STS-45,214,976
616,"Duffy, Brian",male,1953,U.S.,military,1985,2,4,pilot,1993,40,STS-57,240,976
617,"Duffy, Brian",male,1953,U.S.,military,1985,3,4,commander,1996,43,STS-72,214,976
618,"Duffy, Brian",male,1953,U.S.,military,1985,4,4,commander,2000,47,STS-92,310,976
619,"Foale, C. Michael",male,1957,U.S.,civilian,1987,1,6,MSP,1992,35,STS-45,214,8976
620,"Foale, C. Michael",male,1957,U.S.,civilian,1987,2,6,MSP,1993,36,STS-56,222,8976
621,"Foale, C. Michael",male,1957,U.S.,civilian,1987,3,6,MSP,1995,38,STS-63,198.5,8976
622,"Foale, C. Michael",male,1957,U.S.,civilian,1987,4,6,MSP,1997,40,23,3470,8976
623,"Foale, C. Michael",male,1957,U.S.,civilian,1987,5,6,MSP,1999,42,STS-103,191,8976
624,"Foale, C. Michael",male,1957,U.S.,civilian,1987,6,6,commander,2003,46,8,4674.5,8976
625,"Frimout, David",male,1941,Belgium,civilian,1985,1,1,PSP,1992,51,STS-45,214.15,214.15
626,"Chilton, Kevin P.",male,1954,U.S.,military,1987,1,3,pilot,1992,38,STS-49,213,704
627,"Chilton, Kevin P.",male,1954,U.S.,military,1987,2,3,pilot,1994,40,STS-59,270,704
628,"Chilton, Kevin P.",male,1954,U.S.,military,1987,3,3,commander,1996,42,STS-76,221,704
629,"Bowersox, Kenneth D.",male,1956,U.S.,military,1987,1,5,pilot,1992,36,STS-50,331,5304
630,"Bowersox, Kenneth D.",male,1956,U.S.,military,1987,2,5,pilot,1993,37,STS-61,260,5304
631,"Bowersox, Kenneth D.",male,1956,U.S.,military,1987,3,5,commander,1995,39,STS-73,382,5304
632,"Bowersox, Kenneth D.",male,1956,U.S.,military,1987,4,5,commander,1997,41,STS-82,239,5304
633,"Bowersox, Kenneth D.",male,1956,U.S.,military,1987,5,5,commander,2002,46,6,3865,5304
634,"DeLucas, Lawrence James",male,1950,U.S.,civilian,1990,1,1,PSP,1992,42,STS-50,331.53,331.53
635,"Trinh, Eugene Huu-Chau",male,1950,U.S.,civilian,1983,1,1,PSP,1992,42,STS-50,331.53,331.53
636,"Avdeyev, Sergei",male,1956,U.S.S.R/Russia,civilian,1987,1,3,flight engineer,1993,37,12,4533,17942.23
637,"Avdeyev, Sergei",male,1956,U.S.S.R/Russia,civilian,1987,2,3,flight engineer,1995,39,20,4297,17942.23
638,"Avdeyev, Sergei",male,1956,U.S.S.R/Russia,civilian,1987,3,3,flight engineer,1998,42,26,9110,17942.23
639,"Tognini, Michel",male,1949,France,military,1985,1,2,MSP,1992,43,Antares,331,449.77
640,"Tognini, Michel",male,1949,France,military,1985,2,2,MSP,1999,50,STS-93,118.8,449.77
641,"Allen, Andrew M.",male,1955,U.S.,military,1987,1,3,pilot,1992,37,STS-46,191,904
642,"Allen, Andrew M.",male,1955,U.S.,military,1987,2,3,pilot,1994,39,STS-62,335,904
643,"Allen, Andrew M.",male,1955,U.S.,military,1987,3,3,commander,1996,41,STS-75,378,904
644,"Nicollier, Claude",male,1944,Switzerland,civilian,1978,1,4,PSP,1992,48,STS-46,191.25,1184.07
645,"Nicollier, Claude",male,1944,Switzerland,civilian,1978,2,4,PSP,1993,49,STS-61-A,259.97,1184.07
646,"Nicollier, Claude",male,1944,Switzerland,civilian,1978,3,4,MSP,1996,52,STS-75,541.67,1184.07
647,"Nicollier, Claude",male,1944,Switzerland,civilian,1978,4,4,MSP,1999,55,STS-103,191.18,1184.07
648,Franco Malerba,male,1946,Italy,civilian,1998,1,1,PSP,1992,46,sts-46,191.25,191.25
649,"Brown, Curtis L., Jr.",male,1956,U.S.,military,1987,1,6,pilot,1992,36,STS-47,190.5,1381
650,"Brown, Curtis L., Jr.",male,1956,U.S.,military,1987,2,6,pilot,1994,38,STS-66,262.5,1381
651,"Brown, Curtis L., Jr.",male,1956,U.S.,military,1987,3,6,pilot,1996,40,STS-77,240.5,1381
652,"Brown, Curtis L., Jr.",male,1956,U.S.,military,1987,4,6,commander,1997,41,STS-85,284.5,1381
653,"Brown, Curtis L., Jr.",male,1956,U.S.,military,1987,5,6,commander,1998,42,STS-95,213.5,1381
654,"Brown, Curtis L., Jr.",male,1956,U.S.,military,1987,6,6,commander,1999,43,STS-103,191,1381
655,"Davis, Nancy Jan",female,1953,U.S.,civilian,1987,1,3,MSP,1992,39,STS-47,190.5,673
656,"Davis, Nancy Jan",female,1953,U.S.,civilian,1987,2,3,MSP,1994,41,STS-60,199,673
657,"Davis, Nancy Jan",female,1953,U.S.,civilian,1987,3,3,MSP,1997,44,STS-85,284,673
658,"Jemison, Mae C.",female,1956,U.S.,civilian,1987,1,1,MSP,1992,36,STS-47,190.5,190.5
659,"Mohri, Mamoru",male,1948,Japan,civilian,1985,1,2,PSP,1992,44,STS-47,190.5,190.5
660,"Mohri, Mamoru",male,1948,Japan,civilian,1985,2,2,MSP,2000,52,STS-99,269.7,190.5
661,Steven MacLean,male,1954,Canada,military,1983,1,2,PSP,1992,38,STS-52,236.93,520.03
662,Steven MacLean,male,1954,Canada,military,1983,2,2,MSP,2006,52,STS-115,283.1,520.03
663,"Clifford, Michael R.",male,1952,U.S.,military,1990,1,3,MSP,1992,40,STS-53,175,666
664,"Clifford, Michael R.",male,1952,U.S.,military,1990,2,3,MSP,1994,42,STS-59,270,666
665,"Clifford, Michael R.",male,1952,U.S.,military,1990,3,3,MSP,1996,44,STS-76,221,666
666,"Helms, Susan J.",female,1958,U.S.,military,1990,1,5,MSP,1993,35,STS-54,143,5054
667,"Helms, Susan J.",female,1958,U.S.,military,1990,2,5,MSP,1994,36,STS-64,262,5054
668,"Helms, Susan J.",female,1958,U.S.,military,1990,3,5,MSP,1996,38,STS-78,405,5054
669,"Helms, Susan J.",female,1958,U.S.,military,1990,4,5,MSP,2000,42,STS-101,237,5054
670,"Helms, Susan J.",female,1958,U.S.,military,1990,5,5,flight engineer,2001,43,2,4007,5054
671,"Poleshchuk, Aleksandr",male,1953,U.S.S.R/Russia,military,1989,1,1,flight engineer,1993,40,13,4296,4296.72
672,"Cockrell, Kenneth D.",male,1950,U.S.,civilian,1990,1,5,MSP,1993,43,STS-56,222,1560
673,"Cockrell, Kenneth D.",male,1950,U.S.,civilian,1990,2,5,pilot,1995,45,STS-69,260.5,1560
674,"Cockrell, Kenneth D.",male,1950,U.S.,civilian,1990,3,5,commander,1996,46,STS-80,424,1560
675,"Cockrell, Kenneth D.",male,1950,U.S.,civilian,1990,4,5,commander,2001,51,STS-98,309,1560
676,"Cockrell, Kenneth D.",male,1950,U.S.,civilian,1990,5,5,commander,2002,52,STS-111,333,1560
677,"Ochoa, Ellen",female,1958,U.S.,civilian,1990,1,4,MSP,1993,35,STS-56,222,978
678,"Ochoa, Ellen",female,1958,U.S.,civilian,1990,2,4,MSP,1994,36,STS-66,263,978
679,"Ochoa, Ellen",female,1958,U.S.,civilian,1990,3,4,MSP,1999,41,STS-96,235,978
680,"Ochoa, Ellen",female,1958,U.S.,civilian,1990,4,4,MSP,2002,44,STS-110,260,978
681,"Precourt, Charles J., Jr.",male,1955,U.S.,military,1990,1,4,MSP,1993,38,STS-55,240,932
682,"Precourt, Charles J., Jr.",male,1955,U.S.,military,1990,2,4,pilot,1995,40,STS-71,235,932
683,"Precourt, Charles J., Jr.",male,1955,U.S.,military,1990,3,4,commander,1997,42,STS-84,221,932
684,"Precourt, Charles J., Jr.",male,1955,U.S.,military,1990,4,4,commander,1998,43,STS-91,235,932
685,"Harris, Bernard A., Jr.",male,1956,U.S.,civilian,1990,1,2,MSP,1993,37,STS-55,239,437
686,"Harris, Bernard A., Jr.",male,1956,U.S.,civilian,1990,2,2,MSP,1995,39,STS-63,198,437
687,"Walter, Ulrich",male,1954,Germany,civilian,1987,1,1,PSP,1993,39,STS-55,239.67,239.67
688,"Schlegel, Hans",male,1951,Germany,civilian,1987,1,2,PSP,1993,42,STS-55,240,546
689,"Schlegel, Hans",male,1951,Germany,civilian,1987,2,2,MSP,2008,57,STS-122,306,546
690,"Currie, Nancy J.",female,1958,U.S.,military,1990,1,4,MSP,1993,35,STS-57,240,999
691,"Currie, Nancy J.",female,1958,U.S.,military,1990,2,4,MSP,1995,37,STS-70,214,999
692,"Currie, Nancy J.",female,1958,U.S.,military,1990,3,4,MSP,1998,40,STS-88,283,999
693,"Currie, Nancy J.",female,1958,U.S.,military,1990,4,4,MSP,2002,44,STS-109,262,999
694,"Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990,1,4,MSP,1993,35,STS-57,239,1064.15
695,"Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990,2,4,MSP,1994,36,STS-68,269,1064.15
696,"Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990,3,4,MSP,1997,39,STS-81,240,1064.15
697,"Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990,4,4,MSP,2000,42,STS-92,309,1064.15
698,"Voss, Janice E.",female,1956,U.S.,civilian,1990,1,5,MSP,1993,37,STS-57,239.73,1199.81
699,"Voss, Janice E.",female,1956,U.S.,civilian,1990,2,5,MSP,1995,39,STS-63,198.47,1199.81
700,"Voss, Janice E.",female,1956,U.S.,civilian,1990,3,5,MSP,1997,41,STS-83,95.21,1199.81
701,"Voss, Janice E.",female,1956,U.S.,civilian,1990,4,5,MSP,1997,41,STS-94,396.8,1199.81
702,"Voss, Janice E.",female,1956,U.S.,civilian,1990,5,5,MSP,2000,44,STS-99,269.6,1199.81
703,"Tsibliyev, Vasili",male,1954,U.S.S.R/Russia,military,1987,1,2,commander,1993,39,14,4721,9159.87
704,"Tsibliyev, Vasili",male,1954,U.S.S.R/Russia,military,1987,2,2,commander,1997,43,23,4438,9159.87
705,"Haigneré, Jean-Pierre",male,1948,France,military,1985,1,2,MSP,1993,45,Soyuz TM-17 / Soyuz TM-16,496,5028
706,"Haigneré, Jean-Pierre",male,1948,France,military,1985,2,2,flight engineer,1999,51,27,4532,5028
707,"Newman, James H.",male,1956,U.S.,civilian,1990,1,4,MSP,1993,37,STS-51,236,1032
708,"Newman, James H.",male,1956,U.S.,civilian,1990,2,4,MSP,1995,39,STS-69,260,1032
709,"Newman, James H.",male,1956,U.S.,civilian,1990,3,4,MSP,1998,42,STS-88,283,1032
710,"Newman, James H.",male,1956,U.S.,civilian,1990,4,4,MSP,2002,46,STS-109,262,1032
711,"Bursch, Daniel W.",male,1957,U.S.,military,1990,1,4,MSP,1993,36,STS-51,236,5448
712,"Bursch, Daniel W.",male,1957,U.S.,military,1990,2,4,MSP,1994,37,STS-68,169,5448
713,"Bursch, Daniel W.",male,1957,U.S.,military,1990,3,4,MSP,1996,39,STS-77,241,5448
714,"Bursch, Daniel W.",male,1957,U.S.,military,1990,4,4,flight engineer,2001,44,4,4802,5448
715,"Walz, Carl E.",male,1955,U.S.,military,1990,1,4,MSP,1993,38,STS-51,236.18,5533.06
716,"Walz, Carl E.",male,1955,U.S.,military,1990,2,4,MSP,1994,39,STS-65,360,5533.06
717,"Walz, Carl E.",male,1955,U.S.,military,1990,3,4,MSP,1996,41,STS-79,243,5533.06
718,"Walz, Carl E.",male,1955,U.S.,military,1990,4,4,MSP,2001,46,4,4704,5533.06
719,"Searfoss, Richard A.",male,1956,U.S.,military,1990,1,3,pilot,1993,37,STS-58,338,938
720,"Searfoss, Richard A.",male,1956,U.S.,military,1990,2,3,pilot,1996,40,STS-76,216,938
721,"Searfoss, Richard A.",male,1956,U.S.,military,1990,3,3,commander,1998,42,STS-90,384,938
722,"McArthur, William S., Jr.",male,1951,U.S.,military,1990,1,4,MSP,1993,42,STS-58,336,5396
723,"McArthur, William S., Jr.",male,1951,U.S.,military,1990,2,4,MSP,1995,44,STS-74,196,5396
724,"McArthur, William S., Jr.",male,1951,U.S.,military,1990,3,4,MSP,2000,49,STS-92,309,5396
725,"McArthur, William S., Jr.",male,1951,U.S.,military,1990,4,4,flight engineer,2006,55,12,4555,5396
726,"Wolf, David A.",male,1956,U.S.,civilian,1990,1,4,MSP,1993,37,STS-58,336,4040.95
727,"Wolf, David A.",male,1956,U.S.,civilian,1990,2,4,MSP,1997,41,24,3072,4040.95
728,"Wolf, David A.",male,1956,U.S.,civilian,1990,3,4,MSP,2002,46,STS-112,259,4040.95
729,"Wolf, David A.",male,1956,U.S.,civilian,1990,4,4,MSP,2009,53,STS-127,376,4040.95
730,"Fettman, Martin Joseph",male,1956,U.S.,civilian,1992,1,1,PSP,1993,37,STS-58,336.47,336.47
731,Yuri Vladimirovich Usachyov,male,1957,U.S.S.R/Russia,military,1989,1,4,flight engineer,1994,37,Mir EO-15,4368.45,13270.42
732,Yuri Vladimirovich Usachyov,male,1957,U.S.S.R/Russia,military,1989,2,4,flight engineer,1996,39,Mir EO-21,4651.12,13270.42
733,Yuri Vladimirovich Usachyov,male,1957,U.S.S.R/Russia,military,1989,3,4,MSP,2000,43,STS 101,236.17,13270.42
734,Yuri Vladimirovich Usachyov,male,1957,U.S.S.R/Russia,military,1989,4,4,commander,2001,44,2,4014.68,13270.42
735,"Sega, Ronald M.",male,1952,U.S.,civilian,1990,1,2,MSP,1994,42,STS-60,199,420
736,"Sega, Ronald M.",male,1952,U.S.,civilian,1990,2,2,MSP,1996,44,STS-76,221,420
737,"Jones, Thomas D.",male,1955,U.S.,civilian,1990,1,4,MSP,1994,39,STS-59,269,1272.82
738,"Jones, Thomas D.",male,1955,U.S.,civilian,1990,2,4,MSP,1994,39,STS-68,269,1272.82
739,"Jones, Thomas D.",male,1955,U.S.,civilian,1990,3,4,MSP,1996,41,STS-80,423,1272.82
740,"Jones, Thomas D.",male,1955,U.S.,civilian,1990,4,4,MSP,2001,46,STS-98,309,1272.82
741,"Malenchenko, Yuri",male,1961,U.S.S.R/Russia,military,1987,1,6,commander,1994,33,16,3022,16872.47
742,"Malenchenko, Yuri",male,1961,U.S.S.R/Russia,military,1987,2,6,Flight engineer,2000,39,STS­106,283,16872.47
743,"Malenchenko, Yuri",male,1961,U.S.S.R/Russia,military,1987,3,6,commander,2003,42,7,4438,16872.47
744,"Malenchenko, Yuri",male,1961,U.S.S.R/Russia,military,1987,4,6,commander,2007,46,16,4603,16872.47
745,"Malenchenko, Yuri",male,1961,U.S.S.R/Russia,military,1987,5,6,commander,2012,51,32,3047,16872.47
746,"Malenchenko, Yuri",male,1961,U.S.S.R/Russia,military,1987,6,6,commander,2015,54,46,1477,16872.47
747,"Musabayev, Talgat",male,1951,U.S.S.R/Russia,military,1990,1,3,flight engineer,1994,43,16,3002,8193.8
748,"Musabayev, Talgat",male,1951,U.S.S.R/Russia,military,1990,2,3,commander,1998,47,25,4980,8193.8
749,"Musabayev, Talgat",male,1951,U.S.S.R/Russia,military,1990,3,3,commander,2001,50,Soyuz TM­32/31,190,8193.8
750,"Halsell, James D., Jr.",male,1956,U.S.,military,1990,1,5,pilot,1994,38,STS-65,353,1257
751,"Halsell, James D., Jr.",male,1956,U.S.,military,1990,2,5,pilot,1995,39,STS-74,196,1257
752,"Halsell, James D., Jr.",male,1956,U.S.,military,1990,3,5,commander,1997,41,STS-83,95,1257
753,"Halsell, James D., Jr.",male,1956,U.S.,military,1990,4,5,commander,1997,41,STS-94,376,1257
754,"Halsell, James D., Jr.",male,1956,U.S.,military,1990,5,5,commander,2000,44,STS-101,237,1257
755,"Chiao, Leroy",male,1960,U.S.,civilian,1990,1,4,MSP,1994,34,STS-65,354,5503
756,"Chiao, Leroy",male,1960,U.S.,civilian,1990,2,4,MSP,1996,36,STS-72,214,5503
757,"Chiao, Leroy",male,1960,U.S.,civilian,1990,3,4,MSP,2000,40,STS-92,310,5503
758,"Chiao, Leroy",male,1960,U.S.,civilian,1990,4,4,commander,2004,44,10,4627,5503
759,"Thomas, Donald A.",male,1955,U.S.,civilian,1990,1,4,MSP,1994,39,STS-65,353,1038
760,"Thomas, Donald A.",male,1955,U.S.,civilian,1990,2,4,MSP,1995,40,STS-70,214,1038
761,"Thomas, Donald A.",male,1955,U.S.,civilian,1990,3,4,MSP,1997,42,STS-83,95,1038
762,"Thomas, Donald A.",male,1955,U.S.,civilian,1990,4,4,MSP,1997,42,STS-94,376,1038
763,"Mukai, Chiaki",female,1952,Japan,civilian,1985,1,2,PSP,1994,42,STS-65,354,568
764,"Mukai, Chiaki",female,1952,Japan,civilian,1985,2,2,PSP,1998,46,STS-95,214,568
765,"Linenger, Jerry M.",male,1955,U.S.,military,1992,1,2,MSP,1994,39,STS-64,262,3218.83
766,"Linenger, Jerry M.",male,1955,U.S.,military,1992,2,2,MSP,1997,42,22,3172,3218.83
767,"Wilcutt, Terrence W.",male,1949,U.S.,military,1990,1,4,pilot,1994,45,STS-68,269,1008
768,"Wilcutt, Terrence W.",male,1949,U.S.,military,1990,2,4,pilot,1996,47,STS-79,243,1008
769,"Wilcutt, Terrence W.",male,1949,U.S.,military,1990,3,4,commander,1998,49,STS-89,211,1008
770,"Wilcutt, Terrence W.",male,1949,U.S.,military,1990,4,4,commander,2000,51,STS-106,283,1008
771,"Smith, Steven L.",male,1958,U.S.,civilian,1992,1,4,MSP,1994,36,STS-68,264,960
772,"Smith, Steven L.",male,1958,U.S.,civilian,1992,2,4,MSP,1997,39,STS-82,240,960
773,"Smith, Steven L.",male,1958,U.S.,civilian,1992,3,4,MSP,1999,41,STS-103,192,960
774,"Smith, Steven L.",male,1958,U.S.,civilian,1992,4,4,MSP,2002,44,STS-110,264,960
775,"Kondakova, Yelena V.",female,1957,U.S.S.R/Russia,civilian,1989,1,2,flight engineer,1994,37,17,4061,4282.68
776,"Kondakova, Yelena V.",female,1957,U.S.S.R/Russia,civilian,1989,2,2,MSP,1997,40,23,221,4282.68
777,"Tanner, Joseph R.",male,1950,U.S.,civilian,1992,1,4,MSP,1994,44,STS-66,262,1045.25
778,"Tanner, Joseph R.",male,1950,U.S.,civilian,1992,2,4,MSP,1997,47,STS-82,239,1045.25
779,"Tanner, Joseph R.",male,1950,U.S.,civilian,1992,3,4,MSP,2000,50,STS-97,259,1045.25
780,"Tanner, Joseph R.",male,1950,U.S.,civilian,1992,4,4,MSP,2006,56,STS-115,283,1045.25
781,"Clervoy, Jean-François",male,1958,France,military,1985,1,3,MSP,1994,36,STS-66,263,675.1
782,"Clervoy, Jean-François",male,1958,France,military,1985,2,3,MSP,1997,39,STS-84,221.1,675.1
783,"Clervoy, Jean-François",male,1958,France,military,1985,3,3,MSP,1999,41,STS-103,191,675.1
784,"Parazynski, Scott E.",male,1961,U.S.,civilian,1992,1,5,MSP,1994,33,STS-66,262,1379
785,"Parazynski, Scott E.",male,1961,U.S.,civilian,1992,2,5,MSP,1997,36,STS-86,259,1379
786,"Parazynski, Scott E.",male,1961,U.S.,civilian,1992,3,5,MSP,1998,37,STS-95,213,1379
787,"Parazynski, Scott E.",male,1961,U.S.,civilian,1992,4,5,MSP,2001,40,STS-100,283,1379
788,"Parazynski, Scott E.",male,1961,U.S.,civilian,1992,5,5,MSP,2007,46,STS-120,362,1379
789,"Collins, Eileen M.",female,1956,U.S.,military,1990,1,4,pilot,1995,39,STS-63,198.5,872
790,"Collins, Eileen M.",female,1956,U.S.,military,1990,2,4,pilot,1997,41,STS-84,120,872
791,"Collins, Eileen M.",female,1956,U.S.,military,1990,3,4,commander,1999,43,STS-93,119,872
792,"Collins, Eileen M.",female,1956,U.S.,military,1990,4,4,commander,2005,49,STS-114,333,872
793,"Gregory, William G.",male,1957,U.S.,military,1990,1,1,pilot,1995,38,STS-67,399,399
794,"Grunsfeld, John M.",male,1958,U.S.,civilian,1992,1,5,MSP,1995,37,STS-67,399,1405
795,"Grunsfeld, John M.",male,1958,U.S.,civilian,1992,2,5,MSP,1997,39,STS-81,244,1405
796,"Grunsfeld, John M.",male,1958,U.S.,civilian,1992,3,5,MSP,1999,41,STS-103,191,1405
